TaskID,TotalLength,TaskOutputFileSize,TaskFileLength,CpuTime,,UserLatitude,UserLongitude,DataCenterID,VmID,ENSEMBLE_predicted_DC,GA_predicted_DC,SNAKE_predicted_DC,SNAKE_predicted_VM,ENSEMBLE_predicted_VM
665,85,18,16,4.041534719,,-5.566140913,-148.6103237,3,9,3,3,3,9,9
666,81,15,10,6.230769231,,65.8782795,-26.08428836,5,5,5,5,5,5,5
667,59,17,24,2.36,,-1.008910136,-102.0917859,5,11,5,5,5,11,11
668,91,18,25,3.64,,51.05699088,33.49351464,4,11,4,4,4,11,11
669,26,14,12,2.332222222,,33.34115145,27.94616064,4,4,4,4,4,4,4
670,49,20,22,3.203744656,,-15.28600866,-137.1248532,3,6,3,3,3,6,6
671,99,15,17,7.615384615,,71.6544261,-131.8378741,5,5,5,5,5,5,5
672,56,19,22,3.742758367,,54.40166639,37.27003765,4,6,4,4,4,6,6
673,16,16,14,0.64,,-62.53489862,53.16366154,4,11,4,4,3,11,11
674,95,20,11,5.559762578,,49.27753331,20.35810214,4,7,4,4,4,7,7
675,47,16,12,1.88,,-4.606986434,56.19466811,4,11,4,4,4,11,11
676,80,13,16,6.153846154,,50.33330002,43.37004818,4,5,4,4,4,5,5
677,77,15,25,3.08,,-11.83195343,-124.4569502,5,11,5,3,3,11,11
678,44,17,13,2.932773109,,82.66281644,-2.775208974,5,6,5,5,5,6,6
679,45,10,13,1.8,,-38.12890086,-47.23015023,4,11,4,3,4,11,11
680,48,14,19,3.692307692,,31.48071577,89.20202452,4,5,4,4,4,5,5
681,54,17,25,2.571428571,,-28.33849651,-179.2767453,3,9,3,3,3,9,11
682,73,19,19,5.615384615,,-28.25757163,-174.0514298,3,5,3,3,3,5,5
683,13,18,11,0.52,,-4.040325868,115.3058047,5,11,5,3,3,11,11
684,10,19,10,0.4,,-2.02408813,69.12634223,4,11,4,4,4,11,11
685,99,10,12,3.96,,8.962459728,-87.38501909,5,11,5,5,5,11,11
686,90,10,25,5.271443314,,-61.60586681,-157.0219243,3,7,3,3,3,7,7
687,89,20,18,6.846153846,,76.64142021,-163.1776146,5,5,5,5,5,5,5
688,35,15,19,1.4,,20.32227858,59.64866556,4,11,4,4,4,11,11
689,87,15,16,4.139621432,,-61.06078294,-113.7310668,3,9,3,3,3,9,9
690,12,13,24,0.48,,-16.35457427,44.87854506,4,11,4,4,4,11,11
691,47,17,20,1.88,,-19.99196661,142.8492637,3,11,3,3,3,11,11
692,74,14,14,5.692307692,,69.38309247,6.188775353,5,5,5,5,5,5,5
693,67,18,11,2.469680715,,79.3920218,173.8620547,5,12,5,5,5,12,12
694,94,15,18,4.463410444,,-63.77908695,-67.27190606,3,9,3,3,3,9,9
695,14,11,20,1.522698413,,-17.14173615,62.13095588,4,3,4,4,4,3,3
696,56,12,22,2.24,,11.44313556,-41.286994,5,11,5,5,5,11,11
697,79,18,14,6.076923077,,78.3911903,158.1758938,5,5,5,5,5,5,5
698,89,12,19,3.56,,81.83226339,152.437719,5,11,5,5,5,11,11
699,17,19,13,1.792539683,,-4.47866537,38.87637538,4,3,4,4,4,3,3
700,39,14,25,2.007017544,,-73.42039491,31.69122539,3,8,3,4,3,8,8
701,11,17,21,1,,-20.48927839,-113.9519953,5,4,5,3,5,4,4
702,70,16,13,3.297220032,,2.799257255,-66.75585816,4,9,4,4,4,9,9
703,57,13,20,4.384615385,,-45.91638693,-117.9090085,3,5,3,3,3,5,5
704,27,11,25,1.08,,-1.643728281,-50.79216454,5,11,5,5,5,11,11
705,26,11,13,2,,10.59184624,145.5610178,4,5,4,4,3,5,5
706,91,17,21,7,,53.70204624,-134.6466082,5,5,5,5,5,5,5
707,70,19,18,4.106884859,,14.43378363,153.8321329,3,7,5,5,3,7,7
708,42,19,10,1.68,,35.54491808,-150.003103,5,11,5,5,5,11,11
709,93,14,11,3.185338442,,-26.84064214,-11.64667396,4,13,4,4,4,13,13
710,39,13,18,2.536576736,,11.33043174,86.78794625,4,6,4,4,4,6,6
711,60,19,10,4.615384615,,-83.89206116,-72.74085673,3,5,3,3,3,5,5
712,68,19,11,3.533425636,,-26.33256795,90.35344191,4,8,4,4,4,8,8
713,51,12,16,2.04,,-46.56619473,-172.4884087,3,11,3,3,3,11,11
714,82,19,24,3.899830138,,78.38911895,158.5483181,5,9,5,5,5,9,9
715,66,10,24,5.076923077,,64.72489103,66.23861767,4,5,4,4,4,5,5
716,18,16,10,0.72,,43.93203343,125.7731754,5,11,5,5,5,11,11
717,49,19,10,3.769230769,,27.23354064,-156.6929744,5,5,5,5,5,5,5
718,69,18,15,2.76,,-87.86743766,-88.42514192,3,11,3,3,3,11,11
719,41,11,25,3.153846154,,78.5130371,11.60929708,5,5,5,5,5,5,5
720,72,12,20,3.419862893,,12.91270657,-49.16195006,4,9,4,5,5,9,9
721,52,20,15,2.08,,63.87541769,-119.6920229,5,11,5,5,5,11,11
722,45,16,18,3.461538462,,13.30766419,-57.7104244,4,5,4,4,4,5,5
723,18,17,18,0.72,,53.35939186,-178.3561641,4,11,4,5,5,11,11
724,55,14,20,3.660975969,,56.52820376,144.5831262,5,6,5,5,5,6,6
725,99,17,12,3.96,,5.412220189,166.2365727,3,11,3,4,3,11,11
726,82,10,23,6.307692308,,-71.57432787,-73.38395467,3,5,3,3,3,5,5
727,88,14,25,4.588041716,,46.83626029,156.7939252,5,8,5,5,5,8,9
728,30,14,13,2.707847708,,-89.22611533,-160.1277425,3,4,3,3,3,4,4
729,98,19,16,3.92,,-21.92168653,150.8197306,3,11,3,3,3,11,11
730,85,15,12,6.538461538,,32.75450003,-139.6582599,4,5,5,5,4,5,5
731,69,20,17,4.052296919,,-23.69810361,-150.4813506,3,7,3,3,3,7,7
732,34,19,13,1.36,,-39.80232834,82.57897282,4,11,4,4,4,11,11
733,29,15,20,1.933333333,,48.24871051,-92.17204112,5,6,5,5,5,6,6
734,59,18,24,4.538461538,,39.9911811,40.30000219,4,5,4,4,4,5,5
735,62,18,14,2.730521893,,82.52665827,-119.0574347,5,10,5,5,5,10,11
736,18,13,18,0.72,,81.46815102,66.46256364,4,11,4,4,4,11,11
737,93,18,24,3.72,,-10.6302156,114.1856955,3,11,4,4,3,11,11
738,80,15,24,6.153846154,,64.6404325,-160.2206814,4,5,4,5,5,5,5
739,36,20,16,2.344419873,,-26.26700559,47.52415573,4,6,4,4,4,6,6
740,96,14,22,5.002367748,,-41.14213741,148.3289812,3,8,3,3,3,8,8
741,52,19,18,1.919948914,,-61.63253636,-26.88606437,3,12,3,3,3,12,11
742,59,11,17,4.538461538,,-63.598623,80.79431012,3,5,3,3,3,5,5
743,19,10,12,0.76,,-19.94401579,-31.92250924,4,11,4,4,4,11,11
744,52,15,11,4,,4.329090377,92.31976269,4,5,4,4,4,5,5
745,30,10,11,1.2,,-3.369816289,18.14004626,4,11,4,4,4,11,11
746,52,14,10,3.446429309,,32.69011045,-85.41030521,5,6,5,5,5,6,6
747,27,14,22,1.08,,79.9840525,103.056562,5,11,5,5,5,11,11
748,98,17,23,3.92,,-42.1947833,-135.4276587,3,11,3,3,3,11,11
749,29,18,19,2.230769231,,12.57995247,155.311684,3,5,3,4,3,5,5
750,59,13,19,2.788137864,,78.00202489,-20.98488171,5,9,5,5,5,9,9
751,14,18,18,1.477633478,,-87.99314067,134.2113396,3,3,3,3,3,3,3
752,93,13,21,7.153846154,,26.07583058,-101.0363667,5,5,5,5,5,5,5
753,35,15,23,2.288721805,,28.3848366,28.95737601,4,6,4,4,4,6,6
754,74,20,12,2.96,,51.24062604,41.88387381,4,11,4,4,4,11,11
755,71,15,14,4.71679198,,-1.979728794,-144.3994863,3,6,3,3,3,6,6
756,23,10,16,2.45021645,,-78.65459136,-39.18541727,3,3,3,3,3,3,3
757,79,13,22,3.16,,78.84548677,104.015104,5,11,5,5,5,11,11
758,58,19,11,4.461538462,,64.14681073,-20.41465107,5,5,5,5,5,5,5
759,94,12,22,5.487944862,,49.3899336,59.5241225,4,7,4,4,4,7,7
760,21,14,24,1.615384615,,-43.0340012,107.0849552,3,5,3,3,3,5,5
761,86,13,20,3.44,,89.2706479,39.28339888,5,11,5,5,5,11,11
762,73,20,25,5.615384615,,26.23442797,-89.17590856,5,5,5,5,5,5,5
763,38,17,23,2.508683473,,-8.129510363,116.1490323,4,6,4,4,4,6,6
764,96,11,19,5.606398349,,10.0678972,-96.42570702,4,7,4,4,4,7,7
765,87,17,14,6.692307692,,51.09255868,72.73042122,4,5,4,4,4,5,5
766,24,10,23,0.96,,-80.0805351,-164.6949903,3,11,3,3,3,11,11
767,52,16,21,2.08,,10.59851178,-70.17507563,4,11,4,4,4,11,11
768,65,16,25,5,,29.14460328,-36.90473668,4,5,4,4,4,5,5
769,13,19,13,0.857142857,,-42.67293937,123.000856,3,6,3,3,3,6,6
770,69,17,15,2.76,,-44.46930179,147.9937332,3,11,3,3,3,11,11
771,21,13,21,1.4,,12.38211282,-68.39535994,5,6,5,4,5,6,6
772,64,16,17,4.259432405,,-68.05574435,-73.35776892,3,6,3,3,3,6,6
773,59,13,15,4.538461538,,85.00165908,123.2481543,5,5,5,5,5,5,5
774,89,12,21,2.855867837,,34.89495248,-30.01446326,4,14,4,4,4,13,14
775,84,10,25,4.395714286,,-82.5785198,159.4558123,3,8,3,3,3,8,8
776,16,18,20,1.731712732,,-35.7067585,80.92525996,3,3,3,4,3,3,3
777,86,20,25,6.615384615,,22.07035083,-57.16245192,5,5,4,5,5,5,5
778,86,15,15,3.44,,-0.22896826,-169.559157,3,11,3,3,3,11,11
779,12,13,15,0.771428571,,-62.6120464,73.72934789,3,6,3,3,4,6,6
780,79,10,22,3.42610875,,-23.44601958,104.3379087,4,10,4,4,4,10,9
781,99,10,19,7.615384615,,26.52264801,-57.73475271,5,5,5,5,5,5,5
782,71,16,20,2.84,,-40.76874204,-169.9868785,3,11,3,3,3,11,11
783,22,19,21,1.411764706,,-85.49388725,63.16098091,3,6,3,4,3,6,6
784,43,14,10,2.831578947,,-63.53646916,179.8364114,3,6,3,3,3,6,6
785,35,10,21,2.692307692,,16.61176764,-162.6631469,5,5,5,3,5,5,5
786,72,11,14,2.88,,32.70156206,14.37919595,4,11,4,4,4,11,11
787,17,20,15,1.123809524,,25.00364619,-122.6660937,5,6,5,5,5,6,6
788,77,20,12,5.923076923,,-42.2557713,-155.5558083,3,5,3,3,3,5,5
789,39,16,13,2.572745098,,16.80935529,3.551856726,4,6,4,4,4,6,6
790,23,14,16,1.477222468,,11.67130935,138.8467106,5,6,3,5,5,6,6
791,72,14,16,4.780510099,,-53.85600203,-155.8097773,3,6,3,3,3,6,6
792,21,10,13,0.84,,-28.09877701,63.41746934,4,11,4,4,4,11,11
793,50,18,16,2,,73.90677546,122.7509489,5,11,5,5,5,11,11
794,87,13,19,6.692307692,,-62.30581997,175.7060803,3,5,3,3,3,5,5
795,70,14,19,4.664032139,,-64.47878954,42.84294884,4,6,4,4,4,6,6
796,93,12,10,3.72,,-64.82980966,163.5836786,3,11,3,3,3,11,11
797,74,18,10,5.692307692,,-48.70208375,-44.36984396,4,5,4,4,4,5,5
798,62,16,11,3.253907146,,-35.86853301,111.2989686,3,8,3,3,3,8,8
799,16,12,24,0.64,,-82.11078489,117.9392588,3,11,3,3,3,11,11
800,87,16,10,3.48,,71.66359953,138.9277294,5,11,5,5,5,11,11
801,89,12,20,6.846153846,,33.35959965,91.91294261,4,5,4,4,4,5,5
802,61,12,10,3.194137518,,78.88209347,173.5308181,5,8,5,5,5,8,8
803,39,15,22,1.56,,62.11480555,125.739519,5,11,5,5,5,11,11
804,66,12,24,5.076923077,,-84.64441495,-125.6700653,3,5,3,3,3,5,5
805,83,14,14,3.94776968,,72.83389713,-179.435809,5,9,5,5,5,9,11
806,30,14,23,1.2,,-86.62385582,150.3603304,3,11,3,3,3,11,11
807,93,13,25,7.153846154,,-14.77591633,128.6717135,4,5,4,4,3,5,5
808,87,18,17,3.48,,-88.62311215,55.64702953,4,11,3,3,4,11,11
809,54,19,12,3.151172048,,-9.172122951,125.9279567,4,7,4,3,3,7,7
810,71,16,17,2.84,,59.99926975,-93.04353606,5,11,5,5,5,11,11
811,93,19,20,4.020110378,,-28.804108,152.9476915,3,10,3,3,3,10,10
812,14,10,25,1.474747475,,2.017936715,122.1692126,4,3,4,4,5,3,3
813,97,17,14,7.461538462,,39.98604264,97.08085258,5,5,5,4,4,5,5
814,59,12,17,2.36,,80.2208771,-178.3466522,5,11,5,5,5,11,11
815,11,18,14,0.733333333,,71.23764134,-62.24013914,5,6,5,5,5,6,6
816,99,14,22,4.702796634,,-66.12805214,81.29299981,4,9,4,4,4,9,9
817,58,15,14,4.461538462,,23.56645459,-145.5641948,5,5,5,5,5,5,5
818,61,16,21,2.44,,-44.60037833,-91.5979058,3,11,3,3,3,11,11
819,82,17,16,6.307692308,,87.91917681,108.4494215,5,5,5,5,5,5,5
820,51,10,19,2.04,,80.98549241,141.6281582,5,11,5,5,5,11,11
821,60,14,17,3.517027864,,79.14742847,157.1763397,5,7,5,5,5,7,7
822,49,16,20,1.96,,-20.47222158,120.0457423,4,11,3,4,3,11,11
823,81,18,17,6.230769231,,-59.36693111,136.0320701,3,5,3,3,3,5,5
824,13,17,12,0.866666667,,88.67206254,-94.17959927,5,6,5,5,5,6,6
825,88,16,25,4.621565423,,-79.80407883,-78.46154459,3,8,3,3,3,8,9
826,34,14,14,1.36,,62.35807202,33.3571833,4,11,4,4,4,11,11
827,67,15,11,2.466206897,,8.79347411,-99.23187831,5,12,5,5,5,12,12
828,17,16,22,1.857142857,,-35.50903387,-130.225231,3,3,3,3,3,3,3
829,85,11,25,6.538461538,,65.32611244,138.5922962,4,5,4,4,4,5,5
830,54,19,18,3.572725932,,60.06487894,97.41036637,5,6,5,5,5,6,6
831,87,15,18,3.48,,48.36969006,15.55036696,5,11,5,4,5,11,11
832,24,12,21,1.578947368,,-88.43122964,0.316251423,3,6,3,3,3,6,6
833,89,12,11,6.846153846,,30.60344863,-89.30928407,5,5,5,5,5,5,5
834,86,13,13,4.057172279,,-2.179950461,11.284417,4,9,4,4,4,9,9
835,74,12,22,2.96,,52.73473491,44.84036119,4,11,5,4,4,11,11
836,16,15,23,1.776666667,,-67.99149046,117.5974363,3,3,3,3,3,3,3
837,45,15,21,3.461538462,,-76.29333489,-86.87291294,3,5,3,3,3,5,5
838,60,12,11,3.976293675,,-44.5518871,35.11516714,4,6,4,4,4,6,6
839,13,16,20,0.52,,-6.501149254,-15.7782979,4,11,4,4,4,11,11
840,23,11,10,2.01010101,,67.96791399,-16.78255208,5,4,4,5,4,4,6
841,71,11,22,2.84,,-4.169010403,-77.90329036,5,11,5,5,5,11,11
842,64,12,17,2.820835913,,14.44799719,-117.4134981,5,10,5,5,5,10,11
843,42,17,15,3.230769231,,67.44066009,-172.2784422,5,5,5,5,5,5,5
844,32,16,19,1.28,,12.06141512,-3.673137514,4,11,4,4,4,11,11
845,97,17,13,7.461538462,,65.27527829,135.8879146,5,5,5,5,5,5,5
846,66,20,17,4.359103641,,-16.27344988,158.8953231,3,6,3,3,3,6,5
847,96,19,20,3.84,,-29.15893901,-122.5354339,3,11,3,3,3,11,11
848,84,17,17,3.626225346,,45.09987252,-24.97532841,5,10,5,5,5,10,11
849,32,19,10,2.877233877,,-5.444694993,161.4077509,3,4,3,3,3,4,4
850,42,18,16,3.230769231,,75.03626419,67.5097197,5,5,5,5,5,5,5
851,11,17,11,0.44,,0.30725448,-119.5157266,5,11,5,5,5,11,11
852,97,13,25,3.88,,-46.08134225,92.27841687,4,11,4,4,4,11,11
853,36,11,15,2.362229102,,-30.8679757,-143.2355817,3,6,3,3,3,6,6
854,37,15,12,2.846153846,,-62.50869901,66.25847649,4,5,4,3,4,5,5
855,74,14,17,3.863245069,,-82.35408392,30.34674462,4,8,4,4,4,8,8
856,19,18,10,2.111111111,,26.92960325,-101.3377364,5,3,5,5,5,3,3
857,93,20,24,7.153846154,,-19.05749543,-91.80868546,5,5,5,5,5,5,5
858,73,20,17,2.92,,72.52499527,-94.07893275,5,11,5,5,5,11,11
859,57,12,14,2.533784461,,-2.932013806,-5.417074858,4,10,4,4,4,10,11
860,26,18,13,2.333333333,,16.32206302,-178.5043701,4,4,4,5,4,4,4
861,44,19,18,1.76,,-18.15254259,56.81929003,4,11,4,4,4,11,11
862,25,18,18,2.243978244,,89.39818703,-77.84518245,5,4,5,5,5,4,4
863,72,16,12,3.422114109,,2.29659282,94.67648514,4,9,4,4,3,9,9
864,74,18,16,2.96,,72.56443543,-56.44040066,5,11,5,5,5,11,11
865,15,13,11,1.333333333,,39.52767613,151.6836509,4,4,4,4,4,4,6
866,28,11,15,2.153846154,,-11.61474247,-24.01200171,4,5,4,4,4,5,5
867,11,12,21,1.561327561,,-32.53135197,68.12885265,4,2,4,4,3,2,2
868,28,20,12,1.82,,-34.61203002,35.79991112,4,6,4,4,4,6,6
869,70,17,18,5.384615385,,-54.87798984,-20.21286265,3,5,3,3,3,5,5
870,56,19,11,2.24,,22.14265497,124.3639426,5,11,5,5,5,11,11
871,76,18,13,3.972804069,,-23.1722723,-48.77194077,4,8,4,4,4,8,8
872,54,12,19,4.153846154,,-70.23066203,-137.3324204,3,5,3,3,3,5,5
873,65,15,16,2.6,,-6.839224704,-9.847083265,4,11,4,4,4,11,11
874,39,13,19,2.563261094,,0.266062238,56.86517806,4,6,4,4,4,6,6
875,53,15,11,4.076923077,,-43.17542509,55.5407942,3,5,3,4,3,5,5
876,89,15,20,4.652799518,,72.72400233,-56.77421273,5,8,5,5,5,8,8
877,23,17,14,0.92,,47.45973872,-66.6209494,5,11,5,5,5,11,11
878,65,17,16,2.6,,-23.73309227,50.41658587,4,11,4,4,4,11,11
879,35,12,25,2.692307692,,39.61804115,89.38613691,5,5,5,5,5,5,5
880,63,17,17,4.846153846,,-67.43245539,-162.5090359,3,5,3,3,3,5,5
881,49,10,16,2.333333333,,31.97633326,127.1423934,5,9,4,5,5,9,11
882,58,16,22,2.32,,8.917447407,-60.49031793,4,11,4,4,4,11,11
883,60,10,24,3.126717048,,-7.589975344,-171.768531,3,8,3,3,3,8,8
884,11,10,19,0.44,,-21.52349328,-62.04988184,4,11,4,3,3,11,11
885,57,15,22,4.384615385,,51.23078919,117.4064109,5,5,5,4,4,5,5
886,40,12,20,1.6,,62.35373356,154.1643585,5,11,5,5,5,11,11
887,40,19,18,1.6,,-81.69766772,62.4699123,3,11,3,3,3,11,11
888,46,15,18,3.538461538,,74.59571522,51.20939621,5,5,5,5,5,5,5
889,82,20,24,4.306806659,,-25.57961991,61.73511792,4,8,4,4,4,8,8
890,75,11,18,3,,27.41217273,37.29961183,4,11,4,4,4,11,11
891,10,11,23,1.03030303,,-32.30306278,0.61730335,4,3,4,4,4,3,3
892,83,10,14,6.384615385,,-65.75251255,173.654756,3,5,3,3,3,5,5
893,79,14,18,5.25392894,,-53.384472,148.9747119,3,6,3,3,3,6,6
894,67,19,15,2.68,,-55.60772982,-83.951883,3,11,3,3,3,11,11
895,97,11,13,4.613799204,,42.59054007,131.0343522,5,9,5,5,5,9,9
896,17,16,17,2.343766234,,-4.747074166,141.2448598,3,2,3,4,3,2,2
897,67,15,16,5.153846154,,-84.5768203,176.2133921,3,5,3,3,3,5,5
898,85,20,20,3.4,,-25.38270441,-156.5544274,3,11,3,3,3,11,11
899,95,16,20,7.307692308,,6.258838595,131.0665305,3,5,3,4,3,5,5
900,59,10,15,3.057172279,,16.41303884,-97.60067909,5,8,5,5,5,8,8
901,36,18,18,1.44,,27.03995492,-77.55748038,5,11,5,5,5,11,11
902,30,15,12,1.2,,74.75338639,147.8450773,5,11,5,5,5,11,11
903,56,10,24,3.262568185,,8.850389727,51.21376585,4,7,4,4,4,7,7
904,46,19,14,3.538461538,,-62.84961594,-23.14472548,3,5,3,3,3,5,5
905,27,10,23,1,,-77.46266149,126.6663889,3,12,3,3,3,12,12
906,67,19,16,5.153846154,,77.97272771,-34.43668925,5,5,5,5,5,5,5
907,91,18,21,3.64,,-0.220367309,106.81525,4,11,4,4,4,11,11
908,47,17,12,3.123415893,,48.02329507,-152.7156489,5,6,5,5,5,6,6
909,11,20,25,0.733333333,,-85.04812706,125.2645271,3,6,3,3,3,6,6
910,66,14,20,3.431077694,,-20.2180915,-33.88025685,5,8,5,5,5,8,7
911,87,18,16,6.692307692,,-83.5586702,-156.3508449,3,5,3,3,3,5,5
912,100,15,16,4,,77.76014396,87.53845578,5,11,5,5,5,11,11
913,17,18,10,1.08254902,,-30.22338807,-83.73792495,3,6,5,3,3,6,6
914,28,19,12,1.819047619,,24.75701297,4.36016102,4,6,4,4,4,6,6
915,66,15,11,5.076923077,,-7.045631792,64.98994964,4,5,4,4,4,5,5
916,44,10,15,2.880897833,,87.26453881,-164.5289209,5,6,5,5,5,6,6
917,45,19,11,2.635854342,,-49.02869075,123.1538236,3,7,3,3,3,7,7
918,50,15,15,3.846153846,,19.25877506,24.31888223,4,5,4,4,4,5,5
919,89,13,24,3.56,,63.52269801,-86.63796733,5,11,5,5,5,11,11
920,84,13,19,3.960243255,,21.88207259,-43.56106022,4,9,4,4,4,9,9
921,21,18,13,2.325563326,,56.60260205,10.75330834,5,3,5,5,5,3,3
922,19,14,24,2.04040404,,-61.33301188,-112.2644781,3,3,3,3,3,3,3
923,90,19,23,3.6,,6.587381569,102.7338119,4,11,4,4,4,11,11
924,38,12,24,2.923076923,,-32.15500041,-23.44459004,4,5,4,4,4,5,5
925,44,13,20,2.569088899,,9.39148637,27.51271544,4,7,4,4,4,7,7
926,40,14,11,3.076923077,,44.89830211,-124.5084271,5,5,5,5,5,5,5
927,74,15,12,5.692307692,,13.4223516,-3.231021032,4,5,4,4,4,5,5
928,44,19,11,2.88320802,,-70.08312104,-148.1533422,3,6,3,3,3,6,6
929,17,16,21,0.68,,72.26928295,80.35086764,5,11,5,5,5,11,11
930,78,16,24,3.12,,82.13850277,144.0114701,5,11,5,5,5,11,11
931,91,15,12,3.919254658,,89.70680614,-117.3206004,5,10,5,5,5,10,11
932,50,11,19,3.846153846,,-69.97073293,57.07548899,3,5,3,3,3,5,5
933,35,14,20,1.4,,-15.7703811,-69.81233056,5,11,5,5,5,11,11
934,76,17,18,5.846153846,,68.91686896,-38.79854577,5,5,5,5,5,5,5
935,84,17,21,3.36,,12.58555645,110.4823707,4,11,4,4,4,11,11
936,11,11,10,0.741578947,,-71.46878358,94.52924567,3,6,3,3,3,6,6
937,17,20,19,1.133333333,,-50.27776182,-2.932880766,3,6,3,4,3,6,6
938,17,17,21,1.097478992,,89.67236377,-118.012647,5,6,5,5,5,6,6
939,88,12,23,4.158337019,,-78.4685963,-47.9854408,3,9,3,3,3,9,9
940,12,15,14,1.273504274,,20.33182064,138.8737089,4,3,4,4,5,3,3
941,91,10,24,3.64,,-83.68644231,-45.4275465,3,11,3,3,3,11,11
942,93,19,24,7.153846154,,-31.85438169,-145.7034471,3,5,3,3,3,5,5
943,96,14,25,5.036149197,,-24.16289785,-120.0787828,3,8,3,3,3,8,8
944,56,20,19,4.307692308,,-30.59988218,-83.98508676,4,5,4,4,4,5,5
945,18,12,23,0.72,,63.79523709,-134.1244004,5,11,5,5,5,11,11
946,88,13,19,3.52,,-81.93828612,-133.9050912,3,11,3,3,3,11,11
947,68,13,23,3.214761905,,-74.137199,38.13847329,4,9,4,4,4,9,11
948,20,20,14,2.21989122,,-42.97278273,88.51054157,4,3,4,4,4,3,3
949,100,19,10,7.692307692,,28.81738163,-112.0977696,5,5,5,5,5,5,5
950,20,20,17,0.8,,-26.38051705,48.6174267,4,11,4,4,4,11,11
951,46,19,25,2.669910069,,35.07805696,62.1978543,4,7,4,4,4,7,7
952,42,10,15,1.68,,66.6458767,73.07891911,5,11,5,5,5,11,11
953,51,19,17,3.358307534,,72.29953339,-64.69721672,5,6,5,5,5,6,6
954,19,14,19,0.76,,32.36663195,-162.8958715,5,11,5,5,5,11,11
955,92,11,21,3.68,,-16.17516867,136.0064556,3,11,3,4,3,11,11
956,96,19,10,7.384615385,,80.62208157,121.3759795,5,5,5,5,5,5,5
957,15,12,25,0.976666667,,-20.4227614,81.84838425,4,6,4,4,4,6,6
958,63,17,10,4.152351467,,-29.19536787,-82.55039582,3,6,3,3,3,6,6
959,76,15,21,5.846153846,,-49.21966287,-169.4323135,3,5,3,3,3,5,5
960,44,16,18,1.76,,57.70272648,-23.5533892,5,11,5,5,5,11,11
961,64,16,10,4.251835471,,-40.1108041,-104.6234142,3,6,3,3,3,6,6
962,71,16,15,2.84,,75.80835117,-76.45560913,5,11,5,5,5,11,11
963,24,10,25,1.53433584,,-0.549755217,-76.81429895,4,6,4,4,4,6,6
964,45,12,13,3.461538462,,61.8960745,-163.1978037,5,5,5,5,5,5,5
965,59,16,25,2.807518797,,-1.745855483,-7.063615093,4,9,4,4,4,9,9
966,12,19,10,0.48,,44.3273897,83.49971993,4,11,4,4,5,11,11
967,74,10,21,5.692307692,,-19.23725625,14.28809923,4,5,4,4,4,5,5
968,92,17,11,3.383703704,,-80.88476279,11.05729444,3,12,3,3,3,12,12
969,44,13,18,2.282972136,,-24.10705629,35.24251857,4,8,4,4,4,8,8
970,75,10,17,4.394309303,,-4.611520874,-45.7701703,5,7,5,4,4,7,7
971,17,19,21,1.887777778,,-82.9150499,-159.1456302,3,3,3,3,3,3,3
972,81,14,11,2.773333333,,-71.71588737,-174.4842,3,13,3,3,3,13,12
973,55,19,19,4.230769231,,71.20702135,-43.77291478,5,5,5,5,5,5,5
974,28,12,13,1.842105263,,-5.969125096,-60.73454782,4,6,4,4,4,6,6
975,100,18,17,7.692307692,,-53.5222906,-112.1556123,3,5,3,3,3,5,5
976,58,13,20,2.718679051,,68.02138467,-163.5416532,5,9,5,5,5,9,9
977,20,10,22,0.8,,-82.30622853,77.10508537,3,11,3,3,3,11,11
978,96,12,25,3.84,,-74.78538121,87.55929961,3,11,3,3,3,11,11
979,50,10,11,3.332773109,,-85.78542875,-96.61941861,3,6,3,3,3,6,6
980,23,18,25,2.060606061,,-25.76986785,-86.2041838,5,4,5,4,4,4,4
981,47,13,24,2.228571429,,59.39914746,164.9813015,5,9,5,5,5,9,11
982,42,16,12,3.230769231,,-10.72536716,136.833841,3,5,3,3,3,5,5
983,92,14,16,3.68,,-3.748231191,-34.24613257,4,11,4,5,4,11,11
984,100,13,18,4.757924222,,-79.2355585,127.9986474,3,9,3,3,3,9,9
985,48,18,21,3.692307692,,-3.040791161,-171.3911984,3,5,3,3,3,5,5
986,14,15,11,1.555555556,,3.896849071,-61.84998806,5,3,5,5,5,3,3
987,53,19,24,4.076923077,,-21.49254111,152.7482406,3,5,3,3,3,5,5
988,55,20,25,2.2,,80.64374828,-122.5931527,4,11,5,5,4,11,11
989,67,13,16,4.450685537,,53.67161527,19.17125772,4,6,4,4,4,6,6
990,66,18,25,5.076923077,,-70.31572842,54.85321753,4,5,4,4,4,5,5
991,30,13,15,1.2,,-15.99979485,109.2818766,4,11,4,3,3,11,11
992,38,19,18,2.531052632,,-47.57054364,-39.21486152,5,6,4,4,5,6,6
993,64,18,12,2.56,,85.70257428,-9.473492231,5,11,5,5,5,11,11
994,47,20,19,3.615384615,,50.52278449,105.8745981,4,5,4,4,5,5,5
995,17,18,20,1.133333333,,36.89957836,87.97556953,4,6,4,4,4,6,6
996,76,10,11,5.846153846,,50.42213765,51.77126537,4,5,4,4,4,5,5
997,23,12,11,1.172932331,,79.97963977,114.6295022,5,8,5,5,5,8,8
998,100,10,17,4,,19.63795611,19.5313133,4,11,4,4,4,11,11
999,71,14,13,3.057190226,,79.1902628,-141.4329254,5,10,5,5,5,10,10
1000,32,19,10,2.461538462,,-8.675622926,-3.863171455,4,5,4,4,4,5,5
